epoch,avg_loss,loss_std,avg_feature_std,feature_spread,momentum
14,-0.906182,0.04927,7.890953,0.511722,0.996168
15,-0.910092,0.048223,8.309571,0.559588,0.996194
16,-0.917788,0.047626,8.588067,0.595224,0.996222
17,-0.903169,0.054006,9.156617,0.502725,0.996252
18,-0.908114,0.054244,9.611103,0.546435,0.996284
19,-0.911204,0.049403,9.964415,0.538653,0.996317
20,-0.897044,0.050841,10.147484,0.664743,0.996353
21,-0.867766,0.066382,11.843167,0.880999,0.996389
22,-0.855636,0.064637,12.472472,0.558719,0.996428
23,-0.852782,0.071371,12.183635,0.434655,0.996468
24,-0.866182,0.064123,11.992256,0.451825,0.996509
25,-0.885495,0.059379,11.773422,0.430163,0.996553
26,-0.894219,0.058397,12.426274,0.497161,0.996597
27,-0.900841,0.056154,12.922721,0.417653,0.996643
28,-0.89996,0.05319,13.04449,0.396649,0.99669
29,-0.901761,0.053682,13.250664,0.37657,0.996739
30,-0.899428,0.055111,13.302113,0.352362,0.996789
31,-0.894129,0.053983,14.143134,0.351079,0.99684
32,-0.888051,0.05942,14.712998,0.429166,0.996892
33,-0.884094,0.058431,14.908528,0.417428,0.996946
34,-0.892599,0.06101,15.458178,0.340009,0.997
35,-0.894648,0.059853,15.81581,0.343713,0.997055
36,-0.897512,0.052428,16.337059,0.38491,0.997112
37,-0.890294,0.05543,16.757683,0.302065,0.997169
38,-0.898533,0.053329,17.288475,0.411604,0.997227
39,-0.890419,0.05404,17.655483,0.376676,0.997286
40,-0.897375,0.054399,18.260303,0.340792,0.997346
41,-0.893949,0.051986,18.619221,0.335724,0.997406
42,-0.896061,0.056158,18.908646,0.343325,0.997467
43,-0.901693,0.054274,19.040865,0.380112,0.997528
44,-0.904923,0.046932,19.213972,0.464984,0.99759
45,-0.889528,0.057218,19.692141,0.515008,0.997653
46,-0.867667,0.05672,19.716602,0.510166,0.997715
47,-0.865725,0.057934,20.42557,0.565526,0.997778
48,-0.889935,0.049368,21.018581,0.50146,0.997842
49,-0.892986,0.053445,21.170414,0.506308,0.997905
50,-0.894393,0.05062,21.514559,0.526079,0.997968
51,-0.900905,0.052955,21.876717,0.455187,0.998032
52,-0.897693,0.052933,22.482296,0.488591,0.998095
53,-0.90594,0.048274,22.918501,0.4479,0.998158
54,-0.894878,0.050264,23.088305,0.436092,0.998222
55,-0.896661,0.054451,23.310169,0.382691,0.998285
56,-0.897039,0.054425,23.419811,0.385542,0.998347
57,-0.898442,0.056051,23.389118,0.430109,0.99841
58,-0.91557,0.045806,23.783932,0.375535,0.998472
59,-0.91244,0.048391,23.875546,0.397345,0.998533
60,-0.905623,0.050677,24.103163,0.380333,0.998594
61,-0.911975,0.047087,24.172752,0.488019,0.998654
62,-0.916059,0.049464,24.145098,0.524617,0.998714
63,-0.923137,0.043651,24.174566,0.482581,0.998773
64,-0.922027,0.04039,24.411383,0.46512,0.998831
65,-0.922698,0.048198,24.578615,0.504327,0.998888
66,-0.921045,0.047535,24.58798,0.440358,0.998945
67,-0.925655,0.041038,24.80475,0.516,0.999
68,-0.924399,0.041492,24.775114,0.440741,0.999054
69,-0.926141,0.045518,25.098536,0.510368,0.999108
70,-0.928037,0.04352,25.32937,0.432433,0.99916
71,-0.929885,0.040655,25.255033,0.473886,0.999211
72,-0.933271,0.037135,25.446424,0.440665,0.999261
73,-0.930808,0.039922,25.657541,0.467628,0.99931
74,-0.927597,0.04214,25.696609,0.436683,0.999357
75,-0.933368,0.035882,25.82036,0.474694,0.999403
76,-0.934921,0.041727,25.953352,0.490112,0.999447
77,-0.934626,0.038096,25.849419,0.513518,0.999491
78,-0.922618,0.040779,26.188402,0.555619,0.999532
79,-0.931573,0.0414,26.419064,0.461812,0.999572
80,-0.930189,0.03864,26.572399,0.554361,0.999611
81,-0.933931,0.037008,26.857277,0.422937,0.999647
82,-0.934132,0.036398,26.959425,0.425713,0.999683
83,-0.925159,0.039762,27.087584,0.583124,0.999716
84,-0.933791,0.036343,26.991655,0.495935,0.999748
85,-0.933074,0.036452,27.275249,0.475338,0.999778
86,-0.933898,0.035157,27.31982,0.523526,0.999806
87,-0.936324,0.033326,27.716036,0.513253,0.999832
88,-0.932654,0.039341,27.652033,0.481282,0.999857
89,-0.929372,0.040091,27.734747,0.610484,0.999879
90,-0.936095,0.035837,28.181067,0.484695,0.9999
91,-0.932509,0.038021,28.350866,0.480477,0.999919
92,-0.934567,0.038676,28.304497,0.520526,0.999936
93,-0.904071,0.054211,28.287079,0.558839,0.999951
94,-0.913755,0.041659,28.587383,0.508689,0.999964
95,-0.920917,0.038644,29.100775,0.505891,0.999975
96,-0.921477,0.039013,28.929523,0.529406,0.999984
97,-0.923765,0.039006,29.367296,0.521005,0.999991
98,-0.924736,0.036446,29.506594,0.449824,0.999996
99,-0.930628,0.037052,29.491943,0.476227,0.999999
100,-0.929259,0.038628,29.64052,0.552923,1.0
