epoch,avg_loss,loss_std,avg_feature_std,feature_spread,momentum
71,-0.861186,0.058782,9.992833,0.531409,0.999211
72,-0.864274,0.051175,10.122229,0.604024,0.999261
73,-0.867039,0.052696,10.230391,0.529821,0.99931
74,-0.868521,0.054679,10.226497,0.546899,0.999357
75,-0.867318,0.05681,10.283722,0.51876,0.999403
76,-0.873849,0.048625,10.395494,0.538813,0.999447
77,-0.870226,0.057004,10.421074,0.524032,0.999491
78,-0.871141,0.054036,10.618857,0.534471,0.999532
79,-0.874623,0.052472,10.683253,0.604337,0.999572
80,-0.875395,0.054292,10.707595,0.550011,0.999611
81,-0.875584,0.055671,10.694119,0.538205,0.999647
82,-0.877272,0.051078,10.844343,0.494215,0.999683
83,-0.878368,0.050435,10.831709,0.487343,0.999716
84,-0.878596,0.051126,10.977495,0.499267,0.999748
85,-0.880654,0.050723,11.018855,0.470867,0.999778
86,-0.877958,0.04863,10.900298,0.450406,0.999806
87,-0.88307,0.049134,11.070124,0.498524,0.999832
88,-0.876386,0.052832,11.156286,0.496176,0.999857
89,-0.877678,0.049781,11.320147,0.495275,0.999879
90,-0.880626,0.054798,11.335263,0.476301,0.9999
91,-0.882743,0.049037,11.475862,0.447429,0.999919
92,-0.884579,0.046422,11.483494,0.462126,0.999936
93,-0.88388,0.046938,11.483779,0.474381,0.999951
94,-0.887097,0.047884,11.583136,0.485647,0.999964
95,-0.877221,0.04864,11.695735,0.515275,0.999975
96,-0.881999,0.049629,11.658861,0.534332,0.999984
97,-0.882429,0.047831,11.820888,0.502422,0.999991
98,-0.881151,0.046884,11.810983,0.46308,0.999996
99,-0.881785,0.050887,11.992324,0.526485,0.999999
100,-0.882241,0.049328,11.912235,0.522848,1.0
