Epoch 8 | Loss -0.9524 ± 0.0391 | Feature Std 7.3613 ± 0.1964 | Momentum 0.9962
Epoch 9 | Loss -0.9566 ± 0.0376 | Feature Std 8.0146 ± 0.3022 | Momentum 0.9963
Epoch 10 | Loss -0.9720 ± 0.0315 | Feature Std 8.8394 ± 0.3361 | Momentum 0.9963
Epoch 11 | Loss -0.9769 ± 0.0226 | Feature Std 9.2469 ± 0.2504 | Momentum 0.9964
Epoch 12 | Loss -0.9758 ± 0.0305 | Feature Std 9.6610 ± 0.2668 | Momentum 0.9965
Epoch 13 | Loss -0.9777 ± 0.0297 | Feature Std 10.2962 ± 0.2549 | Momentum 0.9966
Epoch 14 | Loss -0.9896 ± 0.0163 | Feature Std 11.1894 ± 0.3981 | Momentum 0.9967
Epoch 15 | Loss -0.9903 ± 0.0135 | Feature Std 11.6830 ± 0.2378 | Momentum 0.9968
Epoch 16 | Loss -0.9882 ± 0.0163 | Feature Std 11.7764 ± 0.2573 | Momentum 0.9969
Epoch 17 | Loss -0.9864 ± 0.0128 | Feature Std 12.6299 ± 0.4922 | Momentum 0.9970
Epoch 18 | Loss -0.9735 ± 0.0856 | Feature Std 13.6196 ± 0.9243 | Momentum 0.9971
Epoch 19 | Loss -0.9763 ± 0.0490 | Feature Std 15.5390 ± 0.6760 | Momentum 0.9972
Epoch 20 | Loss -0.9920 ± 0.0226 | Feature Std 15.5643 ± 0.2789 | Momentum 0.9973
Epoch 21 | Loss -0.9942 ± 0.0220 | Feature Std 16.7129 ± 0.4655 | Momentum 0.9974
Epoch 22 | Loss -0.9975 ± 0.0110 | Feature Std 17.2625 ± 0.3167 | Momentum 0.9976
Epoch 23 | Loss -0.9933 ± 0.0262 | Feature Std 17.2201 ± 0.4247 | Momentum 0.9977
Epoch 24 | Loss -0.9951 ± 0.0204 | Feature Std 16.9970 ± 0.5289 | Momentum 0.9978
Epoch 25 | Loss -0.9977 ± 0.0140 | Feature Std 17.5739 ± 0.6354 | Momentum 0.9979
Epoch 26 | Loss -0.9980 ± 0.0129 | Feature Std 18.2300 ± 0.5217 | Momentum 0.9981
Epoch 27 | Loss -0.9967 ± 0.0204 | Feature Std 18.4725 ± 0.6455 | Momentum 0.9982
Epoch 28 | Loss -0.9987 ± 0.0082 | Feature Std 19.0198 ± 0.6618 | Momentum 0.9983
Epoch 29 | Loss -0.9984 ± 0.0113 | Feature Std 19.2623 ± 0.5703 | Momentum 0.9984
Epoch 30 | Loss -0.9954 ± 0.0314 | Feature Std 20.2289 ± 1.2419 | Momentum 0.9986
Epoch 31 | Loss -0.9992 ± 0.0071 | Feature Std 22.9591 ± 0.1292 | Momentum 0.9987
Epoch 32 | Loss -0.9989 ± 0.0120 | Feature Std 23.2349 ± 0.1804 | Momentum 0.9988
Epoch 33 | Loss -0.9975 ± 0.0193 | Feature Std 25.3315 ± 1.0833 | Momentum 0.9989
Epoch 34 | Loss -0.9962 ± 0.0208 | Feature Std 24.6667 ± 0.8768 | Momentum 0.9990
Epoch 35 | Loss -0.9979 ± 0.0162 | Feature Std 24.8192 ± 0.9397 | Momentum 0.9991
Epoch 36 | Loss -0.9973 ± 0.0142 | Feature Std 26.1369 ± 0.5290 | Momentum 0.9992
Epoch 37 | Loss -0.9974 ± 0.0128 | Feature Std 26.1984 ± 1.0661 | Momentum 0.9993
Epoch 38 | Loss -0.9974 ± 0.0158 | Feature Std 26.5299 ± 0.7308 | Momentum 0.9994
Epoch 39 | Loss -0.9984 ± 0.0076 | Feature Std 26.4118 ± 0.5366 | Momentum 0.9995
Epoch 40 | Loss -0.9979 ± 0.0165 | Feature Std 28.5565 ± 1.5167 | Momentum 0.9996
Epoch 41 | Loss -0.9983 ± 0.0083 | Feature Std 29.0120 ± 0.5223 | Momentum 0.9997
Epoch 42 | Loss -0.9970 ± 0.0162 | Feature Std 28.8123 ± 0.6123 | Momentum 0.9997
Epoch 43 | Loss -0.9970 ± 0.0152 | Feature Std 28.9261 ± 1.0022 | Momentum 0.9998
Epoch 44 | Loss -0.9972 ± 0.0145 | Feature Std 28.8963 ± 0.9439 | Momentum 0.9999
Epoch 45 | Loss -0.9977 ± 0.0118 | Feature Std 28.7880 ± 0.9452 | Momentum 0.9999
Epoch 46 | Loss -0.9974 ± 0.0118 | Feature Std 28.9302 ± 0.9238 | Momentum 0.9999
Epoch 47 | Loss -0.9985 ± 0.0045 | Feature Std 29.1249 ± 0.9173 | Momentum 1.0000
Epoch 48 | Loss -0.9973 ± 0.0103 | Feature Std 31.0552 ± 2.5233 | Momentum 1.0000
Epoch 49 | Loss -0.9982 ± 0.0077 | Feature Std 35.8182 ± 3.0613 | Momentum 1.0000
Epoch 50 | Loss -0.9981 ± 0.0077 | Feature Std 36.0012 ± 2.8795 | Momentum 1.0000
